Date,AllMedia_Headline,Description,Source_Name,Source_Bias,Source_Headline,Source_Link
"October 27th, 2018",b'Border Security Heightened Awaiting Migrant Caravan',"With already 2,100 National Guardsmen spread across the southern border, another 1,000 troops have been approved to be sent as well. The Trump administration has said that they are doing everything it can to ensure that members of the migrant caravan do not enter the United States illegally.",National Review,Right ,b'Congress Must Act to Deter Future Caravans',https://www.nationalreview.com/2018/10/central-american-caravan-illegal-immigration-congress-national-sovereignty/
"October 27th, 2018",b'Border Security Heightened Awaiting Migrant Caravan',"With already 2,100 National Guardsmen spread across the southern border, another 1,000 troops have been approved to be sent as well. The Trump administration has said that they are doing everything it can to ensure that members of the migrant caravan do not enter the United States illegally.",Wall Street Journal - News,Center ,b'Defense Secretary Approves Sending More Troops to Mexican Border',https://www.wsj.com/articles/mattis-approves-sending-more-troop-to-mexican-border-1540566532
"October 27th, 2018",b'Border Security Heightened Awaiting Migrant Caravan',"With already 2,100 National Guardsmen spread across the southern border, another 1,000 troops have been approved to be sent as well. The Trump administration has said that they are doing everything it can to ensure that members of the migrant caravan do not enter the United States illegally.",Vanity Fair,Left ,b'TRUMP WORRIED MIGRANT CARAVAN IS NOT DOING ENOUGH TO RILE UP THE BASE BEFORE THE MIDTERMS',https://www.vanityfair.com/news/2018/10/trump-caravan-border
"October 26th, 2018",b'Trump Is Considering A New Travel Ban',The Trump Administration is considering an executive order that would prevent people traveling in the migrant caravan from entering the United States.,Vox,Left ,b'Trump is considering a new \xe2\x80\x9ctravel ban\xe2\x80\x9d aimed at the migrant caravan',https://www.vox.com/2018/10/26/18025768/trump-migrant-caravan-ban-asylum
"October 26th, 2018",b'Trump Is Considering A New Travel Ban',The Trump Administration is considering an executive order that would prevent people traveling in the migrant caravan from entering the United States.,Fox News (Online),Right ,b'Trump mulls plan to bar entry of all migrants at US-Mexico border',https://www.foxnews.com/politics/trump-mulls-plan-to-bar-entry-of-all-migrants-at-us-mexico-border
"October 26th, 2018",b'Trump Is Considering A New Travel Ban',The Trump Administration is considering an executive order that would prevent people traveling in the migrant caravan from entering the United States.,Bloomberg,Center ,"b'Trump Considering Travel-Ban-Style Order to Bar Migrants, Source Says'",https://www.bloomberg.com/news/articles/2018-10-26/trump-is-said-to-consider-travel-ban-style-order-to-bar-migrants
"October 25th, 2018",b'Trump Administration to Send 800 Troops to U S Mexico Border Ahead of Migrant Caravan',The Trump administration is set to deploy at least 800 troops to the southern border ahead of the migrant caravan with thousands of Central Americans headed towards the U.S. through Mexico.,Associated Press,Center ,"b'Trump sends troops to border, pushing an issue key to base'",https://www.apnews.com/e7ffd2d5764244cdb1d1474bd895a863
"October 25th, 2018",b'Trump Administration to Send 800 Troops to U S Mexico Border Ahead of Migrant Caravan',The Trump administration is set to deploy at least 800 troops to the southern border ahead of the migrant caravan with thousands of Central Americans headed towards the U.S. through Mexico.,Washington Post,Left ,b'Migrant caravan: Mattis is preparing for a humanitarian crisis at the border \xe2\x80\x94 not an invasion',https://www.washingtonpost.com/world/2018/10/24/migrant-caravan-updates/
"October 25th, 2018",b'Trump Administration to Send 800 Troops to U S Mexico Border Ahead of Migrant Caravan',The Trump administration is set to deploy at least 800 troops to the southern border ahead of the migrant caravan with thousands of Central Americans headed towards the U.S. through Mexico.,Washington Times,Right ,b'Pentagon to send active-duty troops to U.S.-Mexico border',https://www.washingtontimes.com/news/2018/oct/25/pentagon-deploy-more-troops-us-mexico-border/
"October 22nd, 2018",b'Trump Says He Will Eliminate or Substantially Reduce Aid to Central American Countries Over Migrant Caravan',"President Trump said he will eliminate or ""substantially reduce"" aid to Guatemala, Honduras, and El Salvador over the migrant caravan that illegally crossed the Mexico border and is headed for the U.S. He has also blamed Democrats for not cooperating with his efforts to tighten immigration law.",ABC News (Online),Left ,"b""Trump asserts migrant caravan headed to US includes 'unknown Middle Easterners,' offers no evidence""",https://abcnews.go.com/International/trump-asserts-migrant-caravan-headed-us-includes-middle/story
"October 22nd, 2018",b'Trump Says He Will Eliminate or Substantially Reduce Aid to Central American Countries Over Migrant Caravan',"President Trump said he will eliminate or ""substantially reduce"" aid to Guatemala, Honduras, and El Salvador over the migrant caravan that illegally crossed the Mexico border and is headed for the U.S. He has also blamed Democrats for not cooperating with his efforts to tighten immigration law.",Washington Times,Right ,"b'Migrant caravan overwhelms Mexican authorities, moves on toward U.S.'",https://www.washingtontimes.com/news/2018/oct/21/migrant-caravan-pushes-into-mexico/
"October 22nd, 2018",b'Trump Says He Will Eliminate or Substantially Reduce Aid to Central American Countries Over Migrant Caravan',"President Trump said he will eliminate or ""substantially reduce"" aid to Guatemala, Honduras, and El Salvador over the migrant caravan that illegally crossed the Mexico border and is headed for the U.S. He has also blamed Democrats for not cooperating with his efforts to tighten immigration law.",Wall Street Journal - News,Center ,b'Trump Threatens to Cut Aid to Central American Nations Over Migrant Caravan',https://www.wsj.com/articles/trump-threatens-to-cut-aid-to-central-american-nations-over-migrant-caravan-1540217440
"October 18th, 2018",b'Trump Threatens Military Closure to US Mexico Border To Stop Migrants',President Trump says he would use the US military to close the US-Mexico border to stop a caravan of thousands of migrants.,Washington Post,Left ,"b'Trump threatens to summon military to close U.S.-Mexico border, upend trade deal in response to migrant caravan'",https://www.washingtonpost.com/politics/trump-threatens-to-summon-military-to-close-us-mexico-border-in-response-to-migrant-caravan/2018/10/18/d427b1dc-d2bd-11e8-83d6-291fcead2ab1_story.html
"October 18th, 2018",b'Trump Threatens Military Closure to US Mexico Border To Stop Migrants',President Trump says he would use the US military to close the US-Mexico border to stop a caravan of thousands of migrants.,Townhall,Right ,"b""Trump Threatens Military Action If Mexico Doesn't Stop Migrant Caravan""",https://townhall.com/tipsheet/leahbarkoukis/2018/10/18/trump-tweets-n2529683
"October 18th, 2018",b'Trump Threatens Military Closure to US Mexico Border To Stop Migrants',President Trump says he would use the US military to close the US-Mexico border to stop a caravan of thousands of migrants.,Bloomberg,Center ,b'Trump Threatens Military Closure at U.S. Border to Stop Migrants',https://www.bloomberg.com/news/articles/2018-10-18/trump-vows-military-will-close-mexican-border-to-stop-migrants
"October 1st, 2018",b'Hundreds of Migrant Children Reportedly Moved to Tent City in Texas',Hundreds of migrant children have reportedly been relocated from shelters and foster homes across the country to a tent city in West Texas.,New York Times (Online News),Left ,b'Migrant Children Moved Under Cover of Darkness to a Texas Tent City',https://www.nytimes.com/2018/09/30/us/migrant-children-tent-city-texas.html
"October 1st, 2018",b'Hundreds of Migrant Children Reportedly Moved to Tent City in Texas',Hundreds of migrant children have reportedly been relocated from shelters and foster homes across the country to a tent city in West Texas.,Washington Examiner,Right ,b'Hundreds of migrant children moved to Texas tent camp',https://www.washingtonexaminer.com/news/hundreds-of-migrant-children-moved-to-texas-tent-camp
"October 1st, 2018",b'Hundreds of Migrant Children Reportedly Moved to Tent City in Texas',Hundreds of migrant children have reportedly been relocated from shelters and foster homes across the country to a tent city in West Texas.,The Hill,Center ,b'Hundreds of young migrants moved to tent city: report',https://thehill.com/latino/409140-hundreds-of-young-migrants-moved-to-tent-city-report
"September 19th, 2018",b'Trump Administration Unable to Reach 1 488 Migrant Children Placed With Sponsors',"The Trump administration is reportedly unable to account for 1,488 migrant children who were placed with sponsors after crossing the border illegally, prompting lawmakers to introduce bipartisan legislation that would bolster the safety and security of minors who come the the U.S. unaccompanied. A spokeswoman for Health and Human Services said that the children in question ""are not lost"" and that ""their sponsors — who are usually parents or family members and in all cases have been vetted for criminality and ability to provide for them — simply did not respond or could not be reached when this voluntary call was made.”",New York Times (Online News),Left ,"b'U.S. Loses Track of Another 1,500 Migrant Children, Investigators Find'",https://www.nytimes.com/2018/09/18/us/politics/us-migrant-children-whereabouts-.html
